00:0644  38 01  MOVE.w  D1,D4                    A0=00063A90 A1=000411DC A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30003 D5=000000B0 D6=00000008 D7=00800000 xnzvc
00:0646  3A 19  MOVE.w  (A1)+,D5                 A0=00063A90 A1=000411DC A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30009 D5=000000B0 D6=00000008 D7=00800000 xnzvc
00:0648  67 00  BEQ     #$0004 [00:064E]         A0=00063A90 A1=000411DE A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30009 D5=0000E001 D6=00000008 D7=00800000 xNzvc
00:064C  DA 43  ADD.W   D3,D5                    A0=00063A90 A1=000411DE A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30009 D5=0000E001 D6=00000008 D7=00800000 xNzvc
00:064E  36 85  MOVE.w  D5,(A3)                  A0=00063A90 A1=000411DE A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30009 D5=000080DB D6=00000008 D7=00800000 XNzvC
00:0650  51 CC  DBFa    D4,#$FFF4 [00:0646]      A0=00063A90 A1=000411DE A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE30009 D5=000080DB D6=00000008 D7=00800000 XNzvc
00:0654  D0 87  ADD.L   D7,D0                    A0=00063A90 A1=000411F0 A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=43B80003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE3FFFF D5=000080DB D6=00000008 D7=00800000 XNzvc
00:0656  51 CA  DBFa    D2,#$FFEA [00:0642]      A0=00063A90 A1=000411F0 A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=44380003 D1=00000009 D2=00000009 D3=0000A0DA D4=0EE3FFFF D5=000080DB D6=00000008 D7=00800000 xnzvc
00:065A  4E 75  RTS                              A0=00063A90 A1=000412A4 A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB0 D0=48B80003 D1=00000009 D2=0000FFFF D3=0000A0DA D4=0EE3FFFF D5=0000A121 D6=00000008 D7=00800000 xnzvc
00:0972  4C DF  MOVEM.L (A7)+,{a7-d0}[ff ff]     A0=00063A90 A1=000412A4 A2=00C00004 A3=00C00000 A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFB4 D0=48B80003 D1=00000009 D2=0000FFFF D3=0000A0DA D4=0EE3FFFF D5=0000A121 D6=00000008 D7=00800000 xnzvc
00:0976  4E 75  RTS                              A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFF4 D0=00000000 D1=0000000A D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xnzvc
00:8756  46 FC  MOVE    #$2300,SR                A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFF8 D0=00000000 D1=0000000A D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xnzvc
00:875A  4E 75  RTS                              A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFF8 D0=00000000 D1=0000000A D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xnzvc
00:87A6  32 39  MOVE.w  ($00FF89CC),D1           A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=0000000A D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xnzvc
00:87AC  B2 7C  CMP.W   #$000E,D1                A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xnZvc
00:87B0  64 00  BCC     #$000C [00:87BE]         A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xNzvC
00:87B4  41 F9  LEA     ($00FF81A8),A0           A0=00063A90 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xNzvC
00:87BA  60 00  BRA     #$007C [00:8838]         A0=00FF81A8 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xNzvC
00:8838  22 48  MOVE.l  A0,A1                    A0=00FF81A8 A1=000411DC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xNzvC
00:883A  7E 05  MOVEQ   #$05,D7                  A0=00FF81A8 A1=00FF81A8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000001 xNzvC
00:883C  42 99  CLR.L   (A1)+                    A0=00FF81A8 A1=00FF81A8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000005 xnzvc
00:883E  51 CF  DBFa    D7,#$FFFC [00:883C]      A0=00FF81A8 A1=00FF81AC A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=00000005 xnZvc
00:8842  30 39  MOVE.w  ($00FF89CC),D0           A0=00FF81A8 A1=00FF81C0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnZvc
00:8848  B0 7C  CMP.W   #$FFFF,D0                A0=00FF81A8 A1=00FF81C0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnZvc
00:884C  67 00  BEQ     #$0064 [00:88B2]         A0=00FF81A8 A1=00FF81C0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnzvC
00:8850  43 F9  LEA     ($00063BA8),A1           A0=00FF81A8 A1=00FF81C0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnzvC
00:8856  43 F1  LEA     $00(A1,D0),A1            A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnzvC
00:885A  38 11  MOVE.w  (A1),D4                  A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnzvC
00:885C  4E B9  JSR     ($00000FCC)              A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=000000B0 D6=00000008 D7=0000FFFF xnZvc
00:8862  3E 3C  MOVE.w  #$00FF,D7                A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=0000FFFF xnZvc
00:8866  BA 47  CMP.W   D7,D5                    A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:8868  66 00  BNE     #$000A [00:8874]         A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:8874  43 F9  LEA     ($00063BE0),A1           A0=00FF81A8 A1=00063BA8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:887A  43 F1  LEA     $00(A1,D5),A1            A0=00FF81A8 A1=00063BE0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:887E  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81A8 A1=00063BE0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:8880  22 3C  MOVE.l  #$00063C62,D1            A0=00FF81AA A1=00063BE2 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00000000 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:8886  D2 59  ADD.W   (A1)+,D1                 A0=00FF81AA A1=00063BE2 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:8888  20 C1  MOVE.l  D1,(A0)+                 A0=00FF81AA A1=00063BE4 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:888A  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81AE A1=00063BE4 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:888C  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81B0 A1=00063BE6 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvc
00:888E  30 D1  MOVE.w  (A1),(A0)+               A0=00FF81B2 A1=00063BE8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:8890  BC 47  CMP.W   D7,D6                    A0=00FF81B4 A1=00063BE8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:8892  67 00  BEQ     #$001E [00:88B2]         A0=00FF81B4 A1=00063BE8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:8896  43 F9  LEA     ($00063C9A),A1           A0=00FF81B4 A1=00063BE8 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:889C  43 F1  LEA     $00(A1,D6),A1            A0=00FF81B4 A1=00063C9A A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:88A0  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81B4 A1=00063C9A A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvC
00:88A2  22 3C  MOVE.l  #$00063D44,D1            A0=00FF81B6 A1=00063C9C A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063C62 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:88A8  D2 59  ADD.W   (A1)+,D1                 A0=00FF81B6 A1=00063C9C A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:88AA  20 C1  MOVE.l  D1,(A0)+                 A0=00FF81B6 A1=00063C9E A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:88AC  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81BA A1=00063C9E A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:88AE  30 D9  MOVE.w  (A1)+,(A0)+              A0=00FF81BC A1=00063CA0 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xNzvc
00:88B0  30 91  MOVE.w  (A1),(A0)                A0=00FF81BE A1=00063CA2 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
00:88B2  4E 75  RTS                              A0=00FF81BE A1=00063CA2 A2=FFFFC3B8 A3=0000877E A4=00FF807A A5=00FF806E A6=0000A4A0 A7=FFFFFFFC D0=00000000 D1=00063D44 D2=0000000A D3=0000A0DA D4=2A1B0000 D5=00000000 D6=00000000 D7=000000FF xnzvc
